"Region","Market","Month","Year","Longitude","Latitude","barley_Hulled_Temez","barley_Malt","barley_milled_Mixed","barley_milled_White","barley_unmilled_Black","barley_unmilled_for_Beer","barley_unmilled_Mixed","barley_unmilled_White","barley_unmilled_Hulled","barley_unmilled_Hulled_Temez","maize_Milled","maize_Unmilled","wheat_Bread_Bakery","wheat_Malt","wheat_Porridge_bula","wheat_milled_Mixed","wheat_milled_White","wheat_milled_Emmer_Aja","wheat_unmilled_Black_Red","wheat_unmilled_Mixed","wheat_unmilled_White","wheat_unmilled_Emmer_shelled_Aja","wheat_unmilled_Emmer_unshelled"
"snnp","mizan- teferi ","march","2019","35.41120174","6.883477024",".","20",".","40","11",".","12","14",".",".","10","7","7.78","30",".",".","24",".","17","16","17",".","30"
"snnp","mizan- teferi ","april","2014","35.41120174","6.883477024",".","16","24","24.33","9.32",".",".","10",".",".",".","6","5.06","20",".",".",".",".","10","9","11",".","."
"snnp","mizan- teferi ","april","2016","35.41120174","6.883477024",".","17",".",".","10",".","10.66","12",".",".","7","6","5.39","20",".",".",".",".","11","10","12",".","."
"snnp","mizan- teferi ","april","2017","35.41120174","6.883477024",".","16",".",".","10",".",".","12",".",".","9","8","5.4","20",".",".",".",".","9","10.49","12",".","25"
"snnp","mizan- teferi ","april","2018","35.41120174","6.883477024",".","20",".",".","12",".","12","15",".",".","10","8","6.07","22",".",".",".","60","14","14","14.49",".","30"
"snnp","mizan- teferi ","april","2019","35.41120174","6.883477024",".","20",".","40","12",".","11.49","15",".",".","10","8","7.53","30",".",".","24",".","16.49","16","17",".","26"
"snnp","mizan- teferi ","may","2014","35.41120174","6.883477024",".","16","24","24","8.65",".",".","10",".",".",".","6","5.76","20",".",".",".",".","10","9","11",".","."
"snnp","mizan- teferi ","may","2015","35.41120174","6.883477024",".","16.64","26","26.65","10",".","11","12",".",".",".","5","5.25","20",".",".",".",".","10","10","12",".","."
"snnp","mizan- teferi ","may","2016","35.41120174","6.883477024",".","18",".",".","10",".",".","11.32",".",".","7","6","5.25","20",".",".",".",".","11","10.32","12",".","."
"snnp","mizan- teferi ","may","2017","35.41120174","6.883477024",".","18",".",".","10",".",".","12.75",".",".","8","8.5","5.01","20",".",".",".",".","10.49","11","12.96",".","28"
"snnp","mizan- teferi ","may","2018","35.41120174","6.883477024",".","20",".",".","13",".","13","15.49",".",".","11.49","9","6.6","25",".",".",".","60","15","15","16",".","30"
"snnp","mizan- teferi ","may","2019","35.41120174","6.883477024",".","20",".","40","11.49",".","12.49","15",".",".","10","8","8.75","30",".",".","25",".","15.49","14.49","17",".","26"
"snnp","mizan- teferi ","june","2014","35.41120174","6.883477024",".","16","24","24.33","8.65",".",".",".",".",".",".","6","5.27","20",".",".",".",".","11","10","11",".","."
"snnp","mizan- teferi ","june","2015","35.41120174","6.883477024",".","18","26","28","10",".","11","12",".",".","7","5.31","5.12","20",".",".",".",".","10","10","12",".","."
"snnp","mizan- teferi ","june","2016","35.41120174","6.883477024",".","16",".",".","10","16.49",".","11.66",".",".","7","6.65","5.39","20",".",".",".",".","11","10","12.32",".","."
"snnp","mizan- teferi ","june","2017","35.41120174","6.883477024",".","18",".",".","10",".",".","12.75",".",".","8","8.5","5.01","20",".",".",".",".","10.49","11","12.96",".","28"
"snnp","mizan- teferi ","june","2018","35.41120174","6.883477024",".","20",".",".","15",".","15","16",".",".","11.49","9","6.86","25",".",".",".","60","16","16","17","28","."
"snnp","mizan- teferi ","july","2013","35.41120174","6.883477024",".","15","26.65","30","8",".","9","10",".",".",".","6","4.38","20",".",".",".",".","10","8.32","10",".","."
"snnp","mizan- teferi ","july","2014","35.41120174","6.883477024",".","20","24","24","8.65",".",".","11",".",".",".","7","5.39","20",".",".",".",".","12","10","11.66",".","."
"snnp","mizan- teferi ","july","2015","35.41120174","6.883477024",".","18","25.32","28","12",".","11","12",".",".",".","5.65","5.38","20",".",".",".",".","12","10","12",".","."
"snnp","mizan- teferi ","july","2016","35.41120174","6.883477024",".",".",".",".",".",".",".",".",".",".","7","6",".",".",".",".",".",".",".",".",".",".","."
"snnp","mizan- teferi ","july","2017","35.41120174","6.883477024",".","20",".",".","9.49",".",".","12",".",".","10","9","5.19","20",".",".",".",".","11","11","12",".","28"
"snnp","mizan- teferi ","july","2018","35.41120174","6.883477024",".","25",".",".","15",".","15","16",".",".","12","9","6.86","30",".",".","30","60","16","16","16",".","30"
"snnp","mizan- teferi ","august","2013","35.41120174","6.883477024",".","18","25.32","27.32","8",".","10","10.66",".",".",".","6","5.68","20",".",".",".",".","10","8","10",".","."
"snnp","mizan- teferi ","august","2014","35.41120174","6.883477024",".","18","24","24","10",".",".","11",".",".",".","7","5.04","20",".",".",".",".","10","10","12",".","."
"snnp","mizan- teferi ","august","2015","35.41120174","6.883477024",".","16","26.65","28.65","10.66",".","11","12",".",".",".","6","5.01","20",".",".",".",".","12","10","12",".","."
"snnp","mizan- teferi ","august","2016","35.41120174","6.883477024",".",".",".",".",".",".",".",".",".",".","8",".",".",".",".",".",".",".",".",".",".",".","."
"snnp","mizan- teferi ","august","2017","35.41120174","6.883477024",".","18",".",".","11",".","10","14",".",".","11.49","10","5.4","20",".",".",".",".","12","11","12",".","30"
"snnp","mizan- teferi ","august","2018","35.41120174","6.883477024",".","20",".",".","13",".","15","16",".",".","12","9.49","8.64","30",".",".","35",".","16","16","17",".","30"
"snnp","mizan- teferi ","september","2013","35.41120174","6.883477024",".","15","24.65","29.32","8",".","9.32","10",".",".",".","6","5.25","18",".",".",".",".","10","10","11",".","."
"snnp","mizan- teferi ","september","2014","35.41120174","6.883477024",".","15.33","24","24","10",".",".","11",".",".",".","6","5.25","20",".",".",".",".","10","10","12",".","."
"snnp","mizan- teferi ","september","2015","35.41120174","6.883477024",".","16","27.32","28","10.66",".","10","12",".",".",".","5","5.27","20",".",".",".",".","12",".","12",".","."
"snnp","mizan- teferi ","september","2016","35.41120174","6.883477024",".",".",".",".",".",".",".",".",".",".","7","6",".",".",".",".",".",".",".",".",".",".","."
"snnp","mizan- teferi ","september","2017","35.41120174","6.883477024",".","18",".",".","11",".",".","16",".",".","10","7.48","5.4","20",".",".",".",".","12","12","13",".","28"
"snnp","mizan- teferi ","september","2018","35.41120174","6.883477024",".","25",".",".","13",".","13","15.49",".",".","11","8","7.14","30",".",".",".",".","17",".","18",".","27.02"
"snnp","mizan- teferi ","october","2013","35.41120174","6.883477024",".","14","24.65","26.65","8.65",".","9.65","10.32",".",".",".","6","6.18","18",".",".",".",".","10","9.32","11",".","."
"snnp","mizan- teferi ","october","2014","35.41120174","6.883477024",".","16","24","24","10",".",".","11",".",".",".","5","5.25","20",".",".",".",".","10",".","12",".","."
"snnp","mizan- teferi ","october","2015","35.41120174","6.883477024",".","15.33","25.32","28.65","10",".","11.32","12",".",".",".","4.16","5.01","20",".",".",".",".","12",".","12",".","."
"snnp","mizan- teferi ","october","2016","35.41120174","6.883477024",".",".",".",".",".",".",".",".",".",".","7","5",".",".",".",".",".",".",".",".",".",".","."
"snnp","mizan- teferi ","october","2017","35.41120174","6.883477024",".","18",".",".","11",".",".","16.49",".",".","10","8","5.85","20",".",".",".",".","12","12","13",".","28"
"snnp","mizan- teferi ","october","2018","35.41120174","6.883477024",".","20",".","40","13",".","13.49","15",".",".","10","7","6.66","30",".",".",".",".",".","17","18",".","28"
"snnp","mizan- teferi ","november","2013","35.41120174","6.883477024",".","16.66","25.32","28.65","8",".","10","11",".",".",".","5","3.83","20",".",".",".",".","10","9.65","10.32",".","."
"snnp","mizan- teferi ","november","2014","35.41120174","6.883477024",".","15","24","24","10",".",".","12",".",".",".","5","5.25","20",".",".",".",".",".",".","12",".","."
"snnp","mizan- teferi ","november","2015","35.41120174","6.883477024",".","14",".",".","10",".","10.66","12",".",".",".","5","5.55","20",".",".",".",".","12",".","12",".","."
"snnp","mizan- teferi ","november","2016","35.41120174","6.883477024",".",".",".",".",".",".",".",".",".",".","6","5",".",".",".",".",".",".",".",".",".",".","."
"snnp","mizan- teferi ","november","2017","35.41120174","6.883477024",".","18",".",".","10",".",".","17.49",".",".","10","7","5.54","20",".",".",".",".","13","13","14",".","30"
"snnp","mizan- teferi ","november","2018","35.41120174","6.883477024",".","20",".","40","13",".","13.49","15.49",".",".","10","7","7.16","30",".",".",".","60","17","17","18",".","30"
"snnp","mizan- teferi ","december","2013","35.41120174","6.883477024",".","20","24","24.65","8",".","9.65","10",".",".",".","5","5.68","16",".",".",".",".","10",".","10",".","."
"snnp","mizan- teferi ","december","2014","35.41120174","6.883477024",".","15","24","24","8",".","11","12",".",".",".","5","5.12","20",".",".",".",".",".",".","12",".","."
"snnp","mizan- teferi ","december","2015","35.41120174","6.883477024",".","15",".",".","10",".","10","12",".",".",".","5","5.25","20",".",".",".",".","11",".","12",".","."
"snnp","mizan- teferi ","december","2016","35.41120174","6.883477024",".",".",".",".",".",".",".",".",".",".","7","6",".",".",".",".",".",".",".",".",".",".","."
"snnp","mizan- teferi ","december","2017","35.41120174","6.883477024",".","18",".",".","10",".","12","17",".",".","10","7","5.92","20",".",".",".","60","13","13","14",".","30"
"snnp","mizan- teferi ","december","2018","35.41120174","6.883477024",".","20",".","48.99","13",".","13","15",".",".","10","7","5.3","30",".",".",".","60","17","17","18",".","28"
"snnp","sawla","january","2014","36.87437474","6.300226567",".",".",".",".","10.23",".","9.09","8.93","11.48",".","13.34","5","3.51",".",".",".",".",".","10.45",".","8.83",".","."
