"Region","Market","Month","Year","Longitude","Latitude","barley_Hulled_Temez","barley_Malt","barley_milled_Mixed","barley_milled_White","barley_unmilled_Black","barley_unmilled_for_Beer","barley_unmilled_Mixed","barley_unmilled_White","barley_unmilled_Hulled","barley_unmilled_Hulled_Temez","maize_Milled","maize_Unmilled","wheat_Bread_Bakery","wheat_Malt","wheat_Porridge_bula","wheat_milled_Mixed","wheat_milled_White","wheat_milled_Emmer_Aja","wheat_unmilled_Black_Red","wheat_unmilled_Mixed","wheat_unmilled_White","wheat_unmilled_Emmer_shelled_Aja","wheat_unmilled_Emmer_unshelled"
"amhara","kombolcha","march","2017","39.73724188","11.07807805",".",".",".",".",".",".",".",".","32.2",".",".","7.03",".",".",".",".",".",".",".",".",".",".","."
"amhara","kombolcha","march","2018","39.73724188","11.07807805","27.17",".",".",".","9.5",".","10","14.5",".",".",".","7.5","4.75","47.75",".",".",".",".","11.56",".","11","14.26","36.47"
"amhara","kombolcha","march","2019","39.73724188","11.07807805","38.71",".",".",".",".",".","12.5","17.08",".",".",".","9.29",".",".",".",".",".",".","17.86",".","15.06","22.78","40"
"amhara","kombolcha","april","2014","39.73724188","11.07807805",".","34.3",".",".","8.45",".","8.02","8.82","22.59",".",".","6.35","3.76","32.74",".",".",".",".","11.3",".","8.44",".","."
"amhara","kombolcha","april","2016","39.73724188","11.07807805",".","40.4",".",".","9.24",".","10.03","11.24","32.93",".",".","5.89","3.97","42.02",".",".",".",".",".",".","8.57",".","."
"amhara","kombolcha","april","2017","39.73724188","11.07807805","31.39","57.17",".",".","9.22",".","9.32","12.18",".",".",".","6.4","4.8","52.71",".",".",".",".","11.43",".","8.62","17.98","42"
"amhara","kombolcha","april","2018","39.73724188","11.07807805","27.24",".",".",".","12.52",".","12.56","16.23",".",".",".","9.81","4.75",".",".",".",".",".",".",".","11.38","16.17","38"
"amhara","kombolcha","april","2019","39.73724188","11.07807805",".",".",".",".",".",".","12.83","19.3",".",".",".","10.1",".",".",".",".",".",".","17.65",".","14.75","22.26","40"
"amhara","kombolcha","may","2014","39.73724188","11.07807805",".","33.37",".",".","8.59",".","8.72","9.01","23.08",".",".","6.2","3.76","31.61",".",".",".",".","11.2",".","8.44",".","."
"amhara","kombolcha","may","2015","39.73724188","11.07807805",".","22.8",".",".","8.55",".","8.89","11.43","34.9",".",".","5.34","4.29","21.69",".",".",".",".","11.56",".","9.45",".","."
"amhara","kombolcha","may","2016","39.73724188","11.07807805",".","42.02",".",".",".",".","9.03","12.19","32.97",".",".","5.76","4.38","40.4",".",".",".",".",".",".","8.75",".","."
"amhara","kombolcha","may","2017","39.73724188","11.07807805","32.73",".",".",".","10",".","10","13",".",".",".","6.5","4.2",".",".",".",".",".","11.56",".","8.67","18.44","42.5"
"amhara","kombolcha","may","2018","39.73724188","11.07807805","28.43",".",".",".",".",".","12.3","16.57",".",".",".","9.64","5.97",".",".",".",".",".","11.95",".","13.79","17.19","38"
"amhara","kombolcha","may","2019","39.73724188","11.07807805",".",".",".",".",".",".","14.54","19.85",".",".",".","10.66",".",".",".",".",".",".",".",".","15.24","19.81","40"
"amhara","kombolcha","june","2014","39.73724188","11.07807805",".","34.62",".",".","8.59",".","8.41","9.42",".",".",".","5.74","3.76","32.74",".",".",".",".","11.3",".","8.47",".","."
"amhara","kombolcha","june","2015","39.73724188","11.07807805",".","36.01",".",".","8.82",".","9.38","12.96","33.71",".",".","5.84","4.47","33.97",".",".",".",".","11.36",".","9.71",".","."
"amhara","kombolcha","june","2016","39.73724188","11.07807805",".",".",".",".",".",".","9.27","12.8","31.41",".",".","5.84","4.13","41.23",".",".",".",".",".",".","7.09",".","."
"amhara","kombolcha","june","2017","39.73724188","11.07807805","32.73",".",".",".","10",".","10","13",".",".",".","6.5","4.2",".",".",".",".",".","11.56",".","8.67","18.44","42.5"
"amhara","kombolcha","june","2018","39.73724188","11.07807805",".",".",".",".",".",".","12.91","17.98",".",".",".","9.47","6.03",".",".",".",".",".","11.95",".","13.77","17.06","35"
"amhara","kombolcha","july","2013","39.73724188","11.07807805",".",".",".",".","8.27",".","8.7","9.6","19.57",".",".","6.93","3.63","26.34",".",".",".",".",".",".","8.81",".","."
"amhara","kombolcha","july","2014","39.73724188","11.07807805",".","34.62",".",".","9.03",".","9.26","10.05","33.34",".",".","5.82","3.76","33.97",".",".",".",".","11.49",".","8.08",".","."
"amhara","kombolcha","july","2015","39.73724188","11.07807805",".","36.01",".",".","9.27",".","10.02","13.05",".",".",".","5.3","4.47","34.62",".",".",".",".","11.43",".","9.26",".","."
"amhara","kombolcha","july","2016","39.73724188","11.07807805",".",".",".",".",".",".",".",".",".",".",".","6",".",".",".",".",".",".",".",".",".",".","."
"amhara","kombolcha","july","2017","39.73724188","11.07807805","32.26","63.29",".",".","10.07",".","10.06","14.4",".",".",".","8.5","4.6","61.92",".",".",".",".",".",".","9","19.97","40"
"amhara","kombolcha","july","2018","39.73724188","11.07807805","31.15",".",".",".",".",".","13.04","14.43",".",".",".","9.9","6.1",".",".",".",".",".","15.39",".","14.24","18.54","37.5"
"amhara","kombolcha","august","2013","39.73724188","11.07807805",".","26.82",".",".","8.51",".","8.2","9.26","22.68",".",".","6.48","3.63","26.35",".",".",".",".","11.73",".","8.64",".","."
"amhara","kombolcha","august","2014","39.73724188","11.07807805",".",".",".",".","8.07",".","8.13","9.68",".",".",".","6.38","4.13",".",".",".",".",".","11.27",".","9.02",".","."
"amhara","kombolcha","august","2015","39.73724188","11.07807805",".","42.02",".",".","10.02",".","10.1","12.74","34.9",".",".","5.32","4.04","40.45",".",".",".",".","11.3",".","10.33",".","."
"amhara","kombolcha","august","2016","39.73724188","11.07807805",".",".",".",".",".",".",".",".","34.49",".",".","7.08",".",".",".",".",".",".",".",".",".",".","."
"amhara","kombolcha","august","2017","39.73724188","11.07807805","29.31",".",".",".","8.5",".","9","11.49",".",".",".","8.5","4.36",".",".",".",".",".","11.36",".","9","20.03","40"
"amhara","kombolcha","august","2018","39.73724188","11.07807805","31.05",".",".",".",".",".","13.12","17.67",".",".",".","9.86","6",".",".",".",".",".",".",".","15.34","13.98","37"
"amhara","kombolcha","september","2013","39.73724188","11.07807805",".","28.86",".",".","9.15",".","8.72","9.07",".",".",".","7.45","3.63","28.89",".",".",".",".","11.49",".","8.74",".","."
"amhara","kombolcha","september","2014","39.73724188","11.07807805",".","36.01",".",".","8.63",".","8.7","10.1","23.33",".",".","6.06","4.13","34.62",".",".",".",".","11.42",".","9.59",".","."
"amhara","kombolcha","september","2015","39.73724188","11.07807805",".","40.4",".",".","9.98",".","10.02","13.08","34.92",".",".","5.28","4.2","39.64",".",".",".",".","11.33",".","11.3",".","."
"amhara","kombolcha","september","2016","39.73724188","11.07807805",".",".",".",".",".",".",".",".","34.92",".",".","6.95",".",".",".",".",".",".",".",".",".",".","."
"amhara","kombolcha","september","2017","39.73724188","11.07807805","33.28","52.39",".",".","8.5",".","9","11",".",".",".","9.5","4.75","48.43",".",".",".",".",".",".","10.5","20.28","40"
"amhara","kombolcha","september","2018","39.73724188","11.07807805",".",".",".",".",".",".","12.71","17.68",".",".",".","9.2","5.97",".",".",".",".",".","14.49",".","16.17","13.44","37"
"amhara","kombolcha","october","2013","39.73724188","11.07807805",".","28.86",".",".","8.63",".","8.63","9.42",".",".",".","7.93","3.5","25.02",".",".",".",".","11.7",".","10.33",".","."
"amhara","kombolcha","october","2014","39.73724188","11.07807805",".","34.62",".",".","8.59",".","8.65","9.4",".",".",".","5.85","3.76","32.18",".",".",".",".","11.41",".","9.74",".","."
"amhara","kombolcha","october","2015","39.73724188","11.07807805",".","39.64",".",".","9.26",".","9.29","12.03","35.33",".",".","5.29","4.04","38.93",".",".",".",".","11.33",".","10.27",".","."
"amhara","kombolcha","october","2016","39.73724188","11.07807805",".",".",".",".",".",".",".",".",".",".",".","7.07",".",".",".",".",".",".",".",".",".",".","."
"amhara","kombolcha","october","2017","39.73724188","11.07807805","30",".",".",".","9",".","9.5","12.5",".",".",".","9.5","4.75","49.5",".",".",".",".","11.61",".","10.5","13.42","38.99"
"amhara","kombolcha","october","2018","39.73724188","11.07807805","32.16",".",".",".","12.91",".","12.51","12.23",".",".",".","9.17","6.18",".",".",".",".",".","20.65",".","16.42","15.12","38.99"
"amhara","kombolcha","november","2013","39.73724188","11.07807805",".","27.86",".",".","8.74",".","8.76","9.49",".",".",".","7.39","3.5","25.43",".",".",".",".","11.36",".","10.19",".","."
"amhara","kombolcha","november","2014","39.73724188","11.07807805",".","32.87",".",".",".",".","9.01","8.7","19.95",".",".","5.93","3.97","30.05",".",".",".",".","10.93",".","9.1",".","."
"amhara","kombolcha","november","2015","39.73724188","11.07807805",".","41.23",".",".","9.35",".","10.17","10.61","34.49",".",".","5.98","3.97","40.4",".",".",".",".","11.36",".","10.39",".","."
"amhara","kombolcha","november","2016","39.73724188","11.07807805",".",".",".",".",".",".",".",".","35.3",".",".","6.47",".",".",".",".",".",".",".",".",".",".","."
"amhara","kombolcha","november","2017","39.73724188","11.07807805","30",".",".",".","9",".","9.5","14",".",".",".","10","4.75","49.5",".",".",".",".","11.61",".","11","14.48","35"
"amhara","kombolcha","november","2018","39.73724188","11.07807805","37.92",".",".",".",".",".","12.61","14.96",".",".",".","9.3","9.77",".",".",".",".",".","19.61",".","16.92","15.31","35.99"
"amhara","kombolcha","december","2013","39.73724188","11.07807805",".",".",".",".","8.67",".","8.65","9.44",".",".",".","5.99","3.5","34.62",".",".",".",".","10.53",".","8.7",".","."
"amhara","kombolcha","december","2014","39.73724188","11.07807805",".","26.15",".",".",".",".","8.14","8.93","22.89",".",".","6.16","4.93","26.95",".",".",".",".","11.85","8.53","8.29",".","."
"amhara","kombolcha","december","2015","39.73724188","11.07807805",".","37.59",".",".","8.73",".","9.22","11.34",".",".",".","5.91","4.04","38.93",".",".",".",".","11.93",".","9.91",".","."
"amhara","kombolcha","december","2016","39.73724188","11.07807805",".",".",".",".",".",".",".",".","34.5",".",".","6.43",".",".",".",".",".",".",".",".",".",".","."
"amhara","kombolcha","december","2017","39.73724188","11.07807805","31.82",".",".",".","9",".","9","13",".",".",".","5.5","4.75",".",".",".",".",".",".",".","10","13.69","35"
"amhara","kombolcha","december","2018","39.73724188","11.07807805",".",".",".",".",".",".","13.48","15.29",".",".",".","9.39",".",".",".",".",".",".",".",".","17","17.4","37"
"amhara","mota","january","2014","37.8807432","11.07475582",".",".",".",".","11.7",".",".",".","15.92",".",".","5.11","4.58",".",".",".",".",".",".",".","6.38",".","."
"amhara","mota","january","2015","37.8807432","11.07475582",".","8.33",".",".","13.82",".",".",".","16.15",".",".","3.19","3.64","16.12",".",".",".",".",".",".","8.21",".","."
"amhara","mota","january","2016","37.8807432","11.07475582",".","18.74",".",".","14",".",".","19.74","20.46",".",".","4.5","3.97",".",".",".",".",".",".",".","7.5",".","."
"amhara","mota","january","2017","37.8807432","11.07475582",".",".",".",".",".",".",".",".","20.7",".",".","4.9",".",".",".",".",".",".",".",".",".",".","."
"amhara","mota","january","2018","37.8807432","11.07475582","24.62",".",".",".","11.77",".",".",".",".",".",".","6","7",".",".",".",".","36",".",".","8",".","30"
"amhara","mota","january","2019","37.8807432","11.07475582","21.88",".",".",".",".",".",".",".",".",".",".","7.5","5.83",".",".",".",".","40",".",".","15","28","40"
"amhara","mota","february","2014","37.8807432","11.07475582",".",".",".",".","11.39",".",".","9.14","16.49",".",".","5.05","4.58",".",".",".",".",".",".",".","7.28",".","."
"amhara","mota","february","2015","37.8807432","11.07475582",".","24.41",".",".","13.3",".",".","10.53","16.49",".",".","3.73","3.39","15.87",".",".",".",".",".",".","8.03",".","."
"amhara","mota","february","2016","37.8807432","11.07475582",".","15.03",".",".","13.64",".",".","18.16","20.46",".",".","4.53","4.13",".",".",".",".",".",".",".","7.5",".","."
"amhara","mota","february","2017","37.8807432","11.07475582",".",".",".",".",".",".",".",".","20.32",".",".","4.66",".",".",".",".",".",".",".",".",".",".","."
"amhara","mota","february","2018","37.8807432","11.07475582","22.31",".",".",".",".",".",".",".",".",".",".","6","7",".",".",".",".","35.5",".",".","10.5",".","30"
"amhara","mota","february","2019","37.8807432","11.07475582","28.13",".",".",".",".",".",".",".",".",".",".","7.5","5.83",".",".",".",".","40",".",".","16","28","40"
"amhara","mota","march","2015","37.8807432","11.07475582",".","13.78",".",".","11.4",".",".",".","17.05",".",".","4.01","3.46",".",".",".",".",".",".",".","8.7",".","."
"amhara","mota","march","2016","37.8807432","11.07475582",".","17.35",".",".","17.15",".",".","19.57","19.64",".",".","4.3","4.3",".",".",".",".",".",".",".","6.8",".","."
"amhara","mota","march","2017","37.8807432","11.07475582",".",".",".",".",".",".",".",".","20.23",".",".","5.43",".",".",".",".",".",".",".",".",".",".","."
"amhara","mota","march","2018","37.8807432","11.07475582","24.69",".",".",".",".",".",".",".",".",".",".","6.5","7",".",".",".",".","36",".",".","11",".","30"
"amhara","mota","march","2019","37.8807432","11.07475582","28.13",".",".",".",".",".",".",".",".",".",".","7.5","5.83",".",".",".",".","40",".",".","16","28","40"
"amhara","mota","april","2014","37.8807432","11.07475582",".",".",".",".","11.84",".",".","7.22","13.8",".",".","5.55","4.58",".",".",".",".",".",".",".","7.79",".","."
"amhara","mota","april","2016","37.8807432","11.07475582",".","15.81",".",".","14.79",".",".","18.75","16.86",".",".","4.5","3.87",".",".",".",".",".",".",".","6.83",".","."
"amhara","mota","april","2017","37.8807432","11.07475582","20","22.43",".",".","12.5",".",".",".",".",".",".","5.5","4",".",".",".",".","30",".",".","7.5",".","34"
"amhara","mota","april","2018","37.8807432","11.07475582","19.24",".",".",".",".",".",".",".",".",".",".","6.5",".",".",".",".",".","36",".",".","12.49",".","30"
"amhara","mota","april","2019","37.8807432","11.07475582","27.7",".",".",".",".",".",".",".",".",".",".","7.5","5.83",".",".",".",".","40",".",".","15","28","40"
"amhara","mota","may","2014","37.8807432","11.07475582",".",".",".",".","11.4",".",".","8.53","16.49",".",".","5.27","4.78",".",".",".",".",".",".",".","8.03",".","."
"amhara","mota","may","2015","37.8807432","11.07475582",".","13.25",".",".","10.84",".",".",".","16.31",".",".","3.66","4.48",".",".",".",".",".",".",".","10.23",".","."
"amhara","mota","may","2016","37.8807432","11.07475582",".","15.09",".",".","14.38",".",".","18.5","17.24",".",".","4.27","4.3",".",".",".",".",".",".",".","6.5",".","."
"amhara","mota","may","2017","37.8807432","11.07475582","21.06",".",".",".","14.29",".",".",".",".",".",".","6.25","4",".",".",".",".","30",".",".","7.9","34","40"
"amhara","mota","may","2018","37.8807432","11.07475582","24.62",".",".",".",".",".",".",".",".",".",".","7","7",".",".",".",".","35.99",".",".","13",".","."
"amhara","mota","may","2019","37.8807432","11.07475582","26.67",".",".",".",".",".",".",".",".",".",".","8","5.83",".",".",".",".","40",".",".","15","28","40"
"amhara","mota","june","2014","37.8807432","11.07475582",".",".",".",".","11.77",".",".","11.25","13.34",".",".","5.27","4.78",".",".",".",".",".",".",".","8.03",".","."
"amhara","mota","june","2015","37.8807432","11.07475582",".","10.14",".",".","12.16",".",".","16.45","15.97",".",".","4.23","4.4","10.14",".",".",".",".",".",".","8",".","."
"amhara","mota","june","2016","37.8807432","11.07475582",".","13.89",".",".","14.58",".",".","19.84","16.86",".",".","4.23","4.05",".",".",".",".",".",".",".","8.09",".","."
"amhara","mota","june","2017","37.8807432","11.07475582","21.06",".",".",".","14.29",".",".",".",".",".",".","6.25","4",".",".",".",".","30",".",".","7.9","34","40"
"amhara","mota","june","2018","37.8807432","11.07475582","24.24",".",".",".",".",".",".",".",".",".",".",".","7",".",".",".",".","35",".",".","13",".","."
"amhara","mota","july","2013","37.8807432","11.07475582",".",".",".",".","11.39",".",".","8.84","13.19",".",".","7.1","4.21",".",".",".",".",".",".",".","7.42",".","."
"amhara","mota","july","2014","37.8807432","11.07475582",".",".",".",".",".",".",".",".","15.74",".",".","5.62","5.39",".",".",".",".",".",".",".","8.03",".","."
"amhara","mota","july","2015","37.8807432","11.07475582",".","16.14",".",".","11.84",".",".","12.51","16.86",".",".","4.03","3.76",".",".",".",".",".",".",".","8.5",".","."
"amhara","mota","july","2016","37.8807432","11.07475582",".",".",".",".",".",".",".",".","16.49",".",".","4.53",".",".",".",".",".",".",".",".",".",".","."
"amhara","mota","july","2017","37.8807432","11.07475582","20.69","29.17",".",".",".",".",".","16.67",".",".",".","7.5","4.25",".",".",".",".",".",".",".","9.5",".","40"
"amhara","mota","july","2018","37.8807432","11.07475582","25",".",".",".",".",".",".",".",".",".",".","7.5","7",".",".",".",".","36",".",".","14",".","."
"amhara","mota","august","2013","37.8807432","11.07475582",".",".",".",".","11.7",".",".",".","13.19",".",".","7.19","5.26",".",".",".",".",".",".",".","9.12",".","."
"amhara","mota","august","2014","37.8807432","11.07475582",".",".",".",".","11.55",".",".","9.76","16.31",".",".","5.8","6",".",".",".",".",".",".",".","9.49",".","."
"amhara","mota","august","2015","37.8807432","11.07475582",".","14.49",".",".","12.16",".",".","11.59","16.49",".",".","4.2","4.78",".",".",".",".",".",".",".","9",".","."
"amhara","mota","august","2016","37.8807432","11.07475582",".",".",".",".",".",".",".",".","16.86",".",".","5",".",".",".",".",".",".",".",".",".",".","."
"amhara","mota","august","2017","37.8807432","11.07475582","24.15","18.71",".",".","20",".",".","28",".",".",".","8.4","3.89",".",".",".",".","35",".",".","9.5",".","30"
"amhara","mota","august","2018","37.8807432","11.07475582","29.42",".",".",".",".",".",".",".",".",".",".","6.5",".",".",".",".",".","40",".",".","14",".","40"
"amhara","mota","september","2013","37.8807432","11.07475582",".",".",".",".","11.25",".",".",".","12.63",".",".","7.2","4.58",".",".",".",".",".",".",".","8.39",".","."
"amhara","mota","september","2014","37.8807432","11.07475582",".",".",".",".","13.29",".",".",".","16.49",".",".","5.11","6",".",".",".",".",".",".",".","9.9",".","."
"amhara","mota","september","2015","37.8807432","11.07475582",".","21.03",".",".","15.85",".",".","15.54","17.45",".",".","3.8","4.3",".",".",".",".",".",".",".","9",".","."
"amhara","mota","september","2016","37.8807432","11.07475582",".",".",".",".",".",".",".",".","16.86",".",".","5",".",".",".",".",".",".",".",".",".",".","."
"amhara","mota","september","2017","37.8807432","11.07475582","24.62","13.06",".",".",".",".",".","11.63",".",".",".","8","7","12",".",".",".","30",".",".","9.5",".","30"
"amhara","mota","september","2018","37.8807432","11.07475582","27.27",".",".",".",".",".",".",".",".",".",".","7",".",".",".",".",".","40",".",".","14",".","40"
"amhara","mota","october","2013","37.8807432","11.07475582",".",".",".",".",".",".",".",".","13.19",".",".","8.54","4.78",".",".",".",".",".",".",".","10.33",".","."
"amhara","mota","october","2014","37.8807432","11.07475582",".",".",".",".",".",".",".",".","15.34",".",".","5.11","3.19",".",".",".",".",".",".",".","9.59",".","."
"amhara","mota","october","2015","37.8807432","11.07475582",".","13.5",".",".","13.64",".",".","20.83","20",".",".","3.8","4.23",".",".",".",".",".",".",".","8.8",".","."
"amhara","mota","october","2016","37.8807432","11.07475582",".",".",".",".",".",".",".",".","17.45",".",".","4.77",".",".",".",".",".",".",".",".",".",".","."
"amhara","mota","october","2017","37.8807432","11.07475582","26.24",".",".",".","11.11",".",".","10.87",".",".",".","8",".",".",".",".",".","30",".",".","9.75",".","30"
"amhara","mota","october","2018","37.8807432","11.07475582","26.52",".",".",".",".",".",".",".",".",".",".","7","5.83",".",".",".",".","40",".",".","14","28","40"
"amhara","mota","november","2013","37.8807432","11.07475582",".",".",".",".","14.63",".",".",".","14.11",".",".","8.42","4.6",".",".",".",".",".",".",".","7.86",".","."
"amhara","mota","november","2014","37.8807432","11.07475582",".","10.99",".",".","15.2",".",".","15.39","16.86",".",".","5.22","2.76","17.72",".",".",".",".",".",".","8.51",".","."
"amhara","mota","november","2015","37.8807432","11.07475582",".","12.32",".",".","15.04",".",".","20.01","20",".",".","4.03","4.25",".",".",".",".",".",".",".","7.5",".","."
"amhara","mota","november","2016","37.8807432","11.07475582",".",".",".",".",".",".",".",".","17.65",".",".","4.7",".",".",".",".",".",".",".",".",".",".","."
"amhara","mota","november","2017","37.8807432","11.07475582","25.4",".",".",".","11.54",".",".","7.84",".",".",".","6",".",".",".",".",".","36",".",".","8",".","30"
"amhara","mota","november","2018","37.8807432","11.07475582","25",".",".",".",".",".",".",".",".",".",".","7","5.83",".",".",".",".","40",".",".","14",".","40"
"amhara","mota","december","2013","37.8807432","11.07475582",".",".",".",".","14.63",".",".",".","15.37",".",".","5.05","4.13",".",".",".",".",".",".",".","6.32",".","."
"amhara","mota","december","2014","37.8807432","11.07475582",".","10.96",".",".","14.46",".",".",".","16.29",".",".","3.73",".","13",".",".",".",".",".",".","8.3",".","."
"amhara","mota","december","2015","37.8807432","11.07475582",".","21.99",".",".",".",".",".","20.01","20",".",".","4.3","4.06",".",".",".",".",".",".",".",".",".","."
"amhara","mota","december","2016","37.8807432","11.07475582",".",".",".",".",".",".",".",".","21.18",".",".","4.5",".",".",".",".",".",".",".",".",".",".","."
"amhara","mota","december","2017","37.8807432","11.07475582","24.62",".",".",".",".",".",".",".",".",".",".","6",".",".",".",".",".","36",".",".","8",".","30"
"amhara","mota","december","2018","37.8807432","11.07475582","25",".",".",".",".",".",".",".",".",".",".","6.5","5.83",".",".",".",".","40",".",".","14","28","40"
"amhara","sekota","january","2014","39.03355257","12.62479803",".","14.72",".",".","8.25",".","8.12","8.6",".",".",".","7.86","4.09",".",".",".",".",".",".",".","7.44",".","."
"amhara","sekota","january","2015","39.03355257","12.62479803",".","15",".",".","6.89",".","7.28","7.95",".",".",".","5.77","4.14",".",".",".",".",".",".",".","8.25",".","."
"amhara","sekota","january","2016","39.03355257","12.62479803",".","18.97",".",".","9.87",".","9.91","10.5",".",".",".","5.84","4.09",".",".",".",".",".",".",".","8.45",".","."
"amhara","sekota","january","2017","39.03355257","12.62479803",".",".",".",".",".",".",".",".",".",".",".","6.22",".",".",".",".",".",".",".",".",".",".","."
"amhara","sekota","january","2018","39.03355257","12.62479803",".","17.27",".",".","9.45",".","8.34","8.56",".",".",".","7.96","4.38",".",".",".",".","40",".",".","10.07",".","40"
"amhara","sekota","january","2019","39.03355257","12.62479803",".","27.19",".",".","12.43",".","12.27","15.01",".",".",".","8.45","5.25",".",".",".",".",".",".",".","13.41",".","42.43"
"amhara","sekota","february","2014","39.03355257","12.62479803",".","11.44",".",".","8.16",".","8.17","8.5",".",".",".","7.21","4.14",".",".",".",".",".",".",".","7.96",".","."
"amhara","sekota","february","2015","39.03355257","12.62479803",".","14.64",".",".","7.36",".","7.73","8.08",".",".",".","5.85","4.14",".",".",".",".",".",".",".","8.44",".","."
"amhara","sekota","february","2016","39.03355257","12.62479803",".","18.98",".",".","9.56",".","9.91","10.4",".",".",".","5.34","4.14",".",".",".",".",".",".",".","8.79",".","."
"amhara","sekota","february","2017","39.03355257","12.62479803",".",".",".",".",".",".",".",".",".",".",".","6.24",".",".",".",".",".",".",".",".",".",".","."
"amhara","sekota","february","2018","39.03355257","12.62479803",".","17.5",".",".","9.67",".","9.34","10.56",".",".",".","7.91","4.38",".",".",".",".","40",".",".","10.54",".","40"
"amhara","sekota","february","2019","39.03355257","12.62479803",".","25.09",".",".",".",".","12.52","12.65",".",".",".","8.82","4.38",".",".",".",".",".",".",".","14.55",".","45"
"amhara","sekota","march","2015","39.03355257","12.62479803",".","14.72",".",".","7.19",".","7.86","8.31",".",".",".","5.86","4.14",".",".",".",".",".",".",".","8.23",".","."
"amhara","sekota","march","2016","39.03355257","12.62479803",".","18.45",".",".","9.83",".","10.27","10.67",".",".",".","5.86","4.14",".",".",".",".",".",".",".","8.97",".","."
"amhara","sekota","march","2017","39.03355257","12.62479803",".",".",".",".",".",".",".",".",".",".",".","6.4",".",".",".",".",".",".",".",".",".",".","."
"amhara","sekota","march","2018","39.03355257","12.62479803",".","16.98",".",".","10.6",".","10.13","11.79",".",".",".","8.26","4.38",".",".",".",".","40",".",".","10.65",".","42.43"
"amhara","sekota","march","2019","39.03355257","12.62479803",".","24.9",".",".",".",".","13.66","12.65",".",".",".","8.79","5.25",".","30",".",".","50",".",".","15.13",".","42.43"
"amhara","sekota","april","2014","39.03355257","12.62479803",".","15",".",".","8.38",".","8.31","8.93",".",".",".","7.06","4.14",".",".",".",".",".",".",".","9.01",".","."
"amhara","sekota","april","2016","39.03355257","12.62479803",".","16.88",".",".","9.34",".","9.14","9.56",".",".",".","5.79","4.26",".",".",".",".",".",".",".","9.5",".","."
"amhara","sekota","april","2017","39.03355257","12.62479803",".","17.87",".",".","9.58",".","9.34","10",".",".",".","7.49","4.38",".",".",".",".",".",".",".","8.02",".","40"
"amhara","sekota","april","2018","39.03355257","12.62479803",".","17.27",".",".","10.28",".","10.67","15.63",".",".",".","8.58","4.38",".",".",".",".","45",".",".","10.85",".","42.43"
"amhara","sekota","april","2019","39.03355257","12.62479803",".","28.85",".",".",".",".","13.33","13.79",".",".",".","10.32","7",".",".",".",".","45",".",".","16.89",".","42.43"
"amhara","sekota","may","2014","39.03355257","12.62479803",".","14.64",".",".","7.98",".","7.86","8.27",".",".",".","6.51","4.14",".",".",".",".",".",".",".","9.04",".","."
"amhara","sekota","may","2015","39.03355257","12.62479803",".","14.9",".",".","8.38",".","8.13","8.86",".",".",".","5.93","4.14",".",".",".",".",".",".",".","9.04",".","."
"amhara","sekota","may","2016","39.03355257","12.62479803",".","18.37",".",".","8.54",".","8.93","9.39",".",".",".","5.89","4.14",".",".",".",".",".",".",".","9.61",".","."
"amhara","sekota","may","2017","39.03355257","12.62479803",".","21.51",".",".","9.28",".","9.34","9.09",".",".",".","7.22","4.38",".",".",".",".","40",".",".","7.98",".","40"
"amhara","sekota","may","2018","39.03355257","12.62479803",".","17.33",".",".","11.46",".","10.58","18.02",".",".",".","8.53","5.25",".",".",".",".","45",".",".","13",".","40"
"amhara","sekota","may","2019","39.03355257","12.62479803",".","28.79",".",".",".",".","13.56","14.11",".",".",".","10.35","7",".",".",".",".","45",".",".","16.97",".","42.43"
"amhara","sekota","june","2014","39.03355257","12.62479803",".","15",".",".","7.68",".","8.04","8.17",".",".",".","6.92","4.14",".",".",".",".",".",".",".","9.34",".","."
"amhara","sekota","june","2015","39.03355257","12.62479803",".","14.9",".",".","8.48",".","8.34","9",".",".",".","5.79","4.14",".",".",".",".",".",".",".","9.07",".","."
"amhara","sekota","june","2016","39.03355257","12.62479803",".","14.9",".",".","8.48",".","8.34","9",".",".",".","5.79","4.14",".",".",".",".",".",".",".","9.07",".","."
"amhara","sekota","june","2017","39.03355257","12.62479803",".","21.51",".",".","9.28",".","9.34","9.09",".",".",".","7.22","4.38",".",".",".",".","40",".",".","7.98",".","40"
"amhara","sekota","june","2018","39.03355257","12.62479803",".","17.46",".",".","14.42",".","14.38","15.22",".",".",".","8.52","4.38",".",".",".",".","45",".",".","15.82",".","42.43"
"amhara","sekota","july","2013","39.03355257","12.62479803",".","13.06",".",".","9.3",".","9.73","10.16",".",".",".","8.26","4.2",".",".",".",".",".",".",".","9.07",".","."
"amhara","sekota","july","2014","39.03355257","12.62479803",".","14.64",".",".","8.08",".","8.31","8.58",".",".",".","6.85","4.14",".",".",".",".",".",".",".","9.5",".","."
"amhara","sekota","july","2015","39.03355257","12.62479803",".","14.9",".",".","9.03",".","8.82","9.52",".",".",".","6.46","4.14",".",".",".",".",".",".",".","9.04",".","."
"amhara","sekota","july","2016","39.03355257","12.62479803",".",".",".",".",".",".",".",".",".",".",".","5.79",".",".",".",".",".",".",".",".",".",".","."
"amhara","sekota","july","2017","39.03355257","12.62479803",".","21.05",".",".","9.64",".","9.39","8.89",".",".",".","7.57","4.38",".",".",".",".",".",".",".","8.06",".","40"
